date,likes_count
2020-06-02,0
2020-06-03,0
2020-06-04,9
2020-06-05,0
2020-06-06,0
2020-06-08,0
2020-06-09,0
2020-06-10,0
2020-06-12,0
2020-06-13,0
2020-06-15,0
2020-06-16,0
2020-06-17,0
2020-06-18,0
2020-06-19,0
2020-06-20,0
2020-06-21,0
2020-06-22,0
2020-06-23,0
2020-06-24,24
2020-06-25,0
2020-06-26,7
2020-06-27,0
2020-06-29,0
2020-06-30,0
2020-07-01,0
2020-07-02,0
2020-07-03,0
2020-07-05,0
2020-07-06,0
2020-07-07,41
2020-07-08,43
2020-07-10,43
2020-07-11,0
2020-07-12,0
2020-07-13,0
2020-07-14,0
2020-07-15,0
2020-07-16,13
2020-07-19,0
2020-07-20,0
2020-07-21,0
2020-07-24,0
2020-07-26,0
2020-08-01,0
2020-08-04,0
2020-08-05,0
2020-08-06,0
2020-08-08,0
2020-08-09,0
2020-08-11,0
2020-08-13,0
2020-08-14,0
2020-08-15,19
2020-08-17,0
2020-08-18,0
2020-08-21,0
2020-08-26,0
2020-08-27,0
2020-08-30,2
2020-08-31,0
2020-09-01,0
2020-09-02,0
2020-09-07,0
2020-09-12,0
2020-09-16,0
2020-09-17,0
2020-09-18,0
2020-10-01,0
2020-10-02,0
2020-10-05,0
2020-10-06,0
2020-10-10,0
2020-10-12,0
2020-10-13,0
2020-10-14,0
